Departamentos;ventas_mañana;ventas_tarde;ventas_noche;ventas_totales;igv;transaccion_total;codigo_producto;membresia;tipo_atencion;tipo_clientes;cantidad_deboluciones
Apurimac;2814;2827;7063;12704;2286.72;21;AHQGAC;NO;deficiente;leales ;49
Cajamarca;4196;2347;1839;8382;1508.76;22;WGSXQY;SI;exelente ;leales ;45
Piura;3211;4043;5189;12443;2239.74;12;QQQWZI;NO;deficiente;leales ;21
Arequipa;1530;2054;3082;6666;1199.88;40;S48IHH;SI;exepcional;exigentes;30
Huanuco;7739;1067;2276;11082;1994.76;35;3QMHZ4;SI;buena;exigentes;24
Cajamarca;7141;3666;4758;15565;2801.7;35;8I4M3P;SI;estandar;indecisos;31
Ica;6085;3513;2945;12543;2257.74;47;AQECDP;SI;exelente ;indecisos;58
Arequipa;9678;3286;6119;19083;3434.94;27;M8Q3WD;NO;exepcional;indecisos;27
Ucayali;7560;2549;4625;14734;2652.12;47;84GDAB;NO;exelente ;indecisos;35
Ayacucho;3118;4881;4153;12152;2187.36;3;QYEGEM;NO;exelente ;exigentes;24
Tumbes;8426;1136;4990;14552;2619.36;35;GDYZ3C;SI;exelente ;leales ;65
Madre de Dios;2503;3993;1862;8358;1504.44;15;QMDH8Q;NO;buena;indecisos;73
Madre de Dios;2009;1894;6976;10879;1958.22;26;EXZQC3;SI;deficiente;indecisos;21
Moquegua;5754;2316;2470;10540;1897.2;37;43P33E;SI;deficiente;indecisos;77
Moquegua;3652;1651;4076;9379;1688.22;42;SQI4HZ;SI;deficiente;leales ;44
Madre de Dios;7743;4621;6542;18906;3403.08;32;ADMAHD;NO;exepcional;indecisos;50
Cajamarca;7252;4155;3436;14843;2671.74;48;APYQ8P;SI;buena;indecisos;62
Ayacucho;1991;2584;1564;6139;1105.02;18;7PAZWG;SI;exelente ;exigentes;28
San Martin;4669;2523;4922;12114;2180.52;9;MYCQDC;NO;buena;leales ;59
Piura;4474;3694;6180;14348;2582.64;33;8GMDEA;SI;estandar;leales ;45
La Libertad;1783;4045;2667;8495;1529.1;50;PWCBED;SI;exepcional;exigentes;74
Loreto;8213;1218;7240;16671;3000.78;4;34WZBQ;SI;buena;indecisos;69
Lambayeque;4497;3737;3470;11704;2106.72;41;MBPXCZ;NO;exelente ;indecisos;23
Huancavelica;1580;2791;5409;9780;1760.4;6;DEZCPD;NO;estandar;indecisos;72
Ica;2612;914;7040;10566;1901.88;32;IDWC34;NO;estandar;leales ;46
Moquegua;4793;1463;4041;10297;1853.46;44;PC7E84;SI;buena;leales ;49
Moquegua;6168;2786;7470;16424;2956.32;5;8XX7EG;NO;estandar;leales ;21
Huancavelica;4405;3030;6750;14185;2553.3;40;IEHIW8;SI;estandar;indecisos;62
Apurimac;5041;1920;2277;9238;1662.84;26;DQBG3Q;NO;estandar;leales ;48
Cajamarca;7167;2602;6645;16414;2954.52;37;MBYHPS;NO;buena;leales ;29
Ica;6054;3493;5396;14943;2689.74;23;4Y443Z;NO;deficiente;leales ;78
Arequipa;1011;1590;3743;6344;1141.92;23;SAWSZ8;SI;exelente ;exigentes;73
Lambayeque;4948;3490;7936;16374;2947.32;4;G7YYBM;SI;buena;exigentes;54
Junin;7903;1872;2232;12007;2161.26;21;CGWHZG;NO;buena;leales ;66
Ayacucho;6977;4623;1343;12943;2329.74;41;4MAEZM;NO;buena;exigentes;37
Junin;1608;4119;5694;11421;2055.78;26;4G3W4X;SI;buena;indecisos;23
Amazonas;2448;977;7600;11025;1984.5;34;7CW8XW;SI;deficiente;indecisos;41
Junin;3081;4171;7521;14773;2659.14;41;H37BCB;SI;estandar;indecisos;22
Lima;5456;1096;7702;14254;2565.72;28;7XEWGZ;SI;estandar;leales ;45
La Libertad;3164;4037;1822;9023;1624.14;22;B7BXBI;NO;exelente ;leales ;21
Ancash;7840;1446;1620;10906;1963.08;45;SCC4AS;SI;estandar;exigentes;78
Ancash;4363;2712;5948;13023;2344.14;23;4BZSB8;SI;deficiente;leales ;34
Ucayali;1372;4623;4163;10158;1828.44;26;IAYMZM;NO;exelente ;indecisos;76
Amazonas;7788;1213;7979;16980;3056.4;23;C4IDHI;NO;buena;indecisos;47
Piura;8683;3778;5357;17818;3207.24;43;8CPBSE;NO;estandar;indecisos;67
Ica;6311;4178;3193;13682;2462.76;17;SC3YAZ;NO;exelente ;leales ;46
Moquegua;7814;3739;6406;17959;3232.62;13;EGGB4Z;NO;exepcional;exigentes;43
Lima;8715;2371;5237;16323;2938.14;48;BAPEM7;NO;exepcional;leales ;51
Huancavelica;2967;2599;1015;6581;1184.58;26;A8WDYX;SI;exepcional;exigentes;48
Ancash;2403;1635;4559;8597;1547.46;22;ZHQESQ;SI;exepcional;leales ;43
Amazonas;4423;2786;7581;14790;2662.2;14;8Y4A87;NO;buena;leales ;65
Ica;2525;3166;5031;10722;1929.96;16;883E8B;SI;exepcional;exigentes;39
Ancash;4685;2265;1859;8809;1585.62;17;XEB887;NO;estandar;leales ;47
Lambayeque;4549;1678;6896;13123;2362.14;27;CWI3ZG;NO;buena;exigentes;62
Cuzco;6968;4419;1124;12511;2251.98;41;BH48GD;NO;buena;leales ;79
Lambayeque;2774;2794;1934;7502;1350.36;42;4YHYHD;SI;exelente ;leales ;73
Cuzco;6056;3397;4902;14355;2583.9;11;ZX4IYH;NO;exepcional;indecisos;77
San Martin;3682;3101;6091;12874;2317.32;10;BS8XHA;NO;exelente ;exigentes;25
Cajamarca;6324;2853;6375;15552;2799.36;11;ZPB8SB;SI;exelente ;indecisos;43
San Martin;6769;2708;3769;13246;2384.28;12;7E4BE7;NO;deficiente;exigentes;59
Lima;4807;3235;7287;15329;2759.22;11;CHHSZE;SI;estandar;leales ;63
Lambayeque;2653;4762;4907;12322;2217.96;31;QAWBBC;SI;deficiente;leales ;39
Tacna;1772;3179;1383;6334;1140.12;29;SDAXW4;NO;exelente ;indecisos;36
Ancash;1365;1563;6456;9384;1689.12;46;MIDY7I;NO;deficiente;exigentes;43
Cajamarca;1239;2269;3834;7342;1321.56;5;MHCBXX;SI;estandar;indecisos;75
Madre de Dios;6579;3098;2923;12600;2268;6;ZAQW7G;SI;estandar;exigentes;65
Huanuco;7638;2652;4291;14581;2624.58;45;AICQEX;NO;deficiente;exigentes;70
Tacna;2684;2730;4742;10156;1828.08;15;HWAC8D;SI;estandar;indecisos;73
Puno;8801;1961;4869;15631;2813.58;42;IB4HPM;SI;exelente ;exigentes;63
Ica;6451;3079;1719;11249;2024.82;15;YEZQM8;SI;exepcional;indecisos;74
Huanuco;8355;4939;4120;17414;3134.52;46;IPDWDZ;SI;exepcional;exigentes;45
Loreto;4889;2071;5275;12235;2202.3;32;A33I8S;NO;deficiente;indecisos;38
Tumbes;6450;1188;4628;12266;2207.88;15;CGBQIG;NO;estandar;leales ;76
Ayacucho;4156;2198;2277;8631;1553.58;13;C7MCWD;NO;estandar;indecisos;31
Ayacucho;5435;2198;5467;13100;2358;35;QZAYXC;NO;deficiente;leales ;24
Tacna;6717;3663;5649;16029;2885.22;44;MIADHX;NO;exepcional;indecisos;80
Amazonas;5222;4187;7924;17333;3119.94;8;8WYMCW;SI;exelente ;indecisos;29
Huancavelica;8246;3678;4056;15980;2876.4;45;E7PADM;NO;exelente ;indecisos;54
Cajamarca;8790;3829;2200;14819;2667.42;14;PBMXWD;NO;exelente ;leales ;20
San Martin;9972;1877;3240;15089;2716.02;39;YYCYEB;SI;exelente ;indecisos;60
Ancash;8978;4592;4242;17812;3206.16;48;BEBE7C;SI;exelente ;exigentes;72
Tacna;2290;2746;7388;12424;2236.32;47;WCSXPY;SI;deficiente;leales ;25
Madre de Dios;1068;1216;3824;6108;1099.44;49;P4P87Y;SI;exelente ;exigentes;74
Ayacucho;3639;1543;6001;11183;2012.94;3;E7DWSE;SI;exelente ;exigentes;36
La Libertad;5794;2479;925;9198;1655.64;11;ISIWYM;NO;estandar;indecisos;43
Lambayeque;3581;2105;2187;7873;1417.14;42;PAEAH8;NO;exepcional;exigentes;53
Piura;9317;3283;3360;15960;2872.8;22;AGXEDI;SI;deficiente;leales ;63
Lambayeque;5852;2123;2637;10612;1910.16;43;X8YY83;NO;deficiente;leales ;51
Loreto;8205;3188;7244;18637;3354.66;43;MAZBA3;SI;estandar;indecisos;69
Junin;1169;2753;3527;7449;1340.82;36;4E4WQ8;SI;estandar;indecisos;40
Ica;1615;3810;4389;9814;1766.52;38;MWYXMX;SI;exelente ;indecisos;40
Piura;7767;1807;7305;16879;3038.22;2;IHWBPI;SI;exepcional;exigentes;72
Ica;3365;2844;5344;11553;2079.54;38;BYHMZB;NO;buena;indecisos;31
Loreto;3424;1685;5624;10733;1931.94;5;PYHEDM;NO;buena;indecisos;69
Cajamarca;9325;2165;1095;12585;2265.3;41;8ZYB8G;SI;exepcional;indecisos;33
Madre de Dios;2532;1473;2136;6141;1105.38;11;38G44B;SI;estandar;indecisos;23
Arequipa;4716;3010;7264;14990;2698.2;18;YQMMXI;SI;exelente ;leales ;39
Amazonas;7201;2323;6563;16087;2895.66;33;CACD88;NO;buena;indecisos;21
Puno;3179;1815;6722;11716;2108.88;33;BEQ4S7;NO;exelente ;exigentes;43
Piura;1205;4693;4313;10211;1837.98;3;SMAMXE;SI;deficiente;leales ;30
Apurimac;2850;4054;1613;8517;1533.06;26;Q3Q8BI;SI;estandar;exigentes;79
Cuzco;4031;4529;7000;15560;2800.8;23;HZXBS8;NO;deficiente;exigentes;51
Huanuco;2390;2441;7172;12003;2160.54;50;XX37ZQ;NO;buena;indecisos;25
Lambayeque;4178;2226;5128;11532;2075.76;16;XBBAMI;NO;exelente ;exigentes;38
Ancash;1881;3793;6823;12497;2249.46;50;A74A8Y;SI;exepcional;leales ;49
Huancavelica;8086;1548;7838;17472;3144.96;4;WX8EQP;SI;exelente ;leales ;31
Tacna;6823;3239;1617;11679;2102.22;31;PSSA87;NO;exelente ;leales ;50
Junin;6991;2310;6718;16019;2883.42;11;HBBYEY;NO;deficiente;indecisos;41
Loreto;6580;1597;6796;14973;2695.14;7;E4M8A8;NO;exelente ;leales ;52
San Martin;8647;3761;2354;14762;2657.16;21;IAA734;NO;deficiente;exigentes;29
Ayacucho;2437;1529;6608;10574;1903.32;6;G8CBHP;SI;buena;indecisos;47
La Libertad;5938;2024;5075;13037;2346.66;22;C4CBQ8;SI;exelente ;leales ;39
Madre de Dios;3695;1630;7618;12943;2329.74;31;4IDPE8;SI;exelente ;leales ;23
Pasco;6169;3527;5184;14880;2678.4;22;DSCI83;NO;exelente ;indecisos;24
Lambayeque;9985;1092;2473;13550;2439;34;44GG7M;SI;estandar;leales ;37
Cuzco;3963;3556;7321;14840;2671.2;4;IBDP8E;NO;buena;exigentes;21
Madre de Dios;5867;4879;3918;14664;2639.52;4;XC484A;SI;buena;exigentes;41
Junin;7005;1192;3617;11814;2126.52;33;HSHQHQ;NO;deficiente;leales ;27
Moquegua;4637;1040;1259;6936;1248.48;17;BZ474A;NO;exepcional;indecisos;21
Ica;2226;3840;5531;11597;2087.46;30;XICZPY;SI;exepcional;indecisos;60
Huanuco;6597;2575;5523;14695;2645.1;9;WD7M8E;SI;deficiente;exigentes;48
Amazonas;3013;4795;3260;11068;1992.24;43;ZGQXYC;NO;buena;indecisos;25
Piura;4514;3181;4237;11932;2147.76;4;CABZBE;SI;estandar;indecisos;44
Madre de Dios;8606;4981;1069;14656;2638.08;19;YQ7QBY;SI;deficiente;leales ;51
Loreto;9102;2778;4544;16424;2956.32;17;YA7GMA;NO;exepcional;leales ;57
Ayacucho;5885;4794;1855;12534;2256.12;50;GQ748M;NO;exepcional;indecisos;44
Lambayeque;4074;3898;2533;10505;1890.9;30;8GQBCW;NO;exepcional;indecisos;78
Ucayali;1755;2583;2668;7006;1261.08;6;4WIHI3;NO;deficiente;leales ;34
Huancavelica;5043;3969;7019;16031;2885.58;30;7SCGDS;SI;estandar;indecisos;46
Lima;1497;2533;4825;8855;1593.9;43;4EZBCX;SI;exepcional;exigentes;24
Junin;2057;3544;6877;12478;2246.04;16;AYMMQ8;SI;estandar;indecisos;80
Amazonas;4402;4433;6978;15813;2846.34;14;G7ADMB;SI;buena;leales ;62
Apurimac;8676;3683;6983;19342;3481.56;25;Z7B4AY;SI;deficiente;exigentes;50
La Libertad;2707;1038;3709;7454;1341.72;37;7HEWWX;NO;buena;exigentes;78
Ayacucho;7220;4986;5306;17512;3152.16;8;XG8W4H;SI;estandar;indecisos;64
Madre de Dios;5286;4903;4661;14850;2673;10;ZEXDXG;NO;buena;leales ;60
Cajamarca;9930;3185;4524;17639;3175.02;35;GZ4SZ7;SI;exelente ;exigentes;43
Huanuco;5656;3950;4712;14318;2577.24;34;IGX8AQ;SI;deficiente;leales ;34
Lima;6353;1496;6427;14276;2569.68;6;GDYM88;NO;buena;indecisos;69
Arequipa;4306;4517;4934;13757;2476.26;38;MSP3EM;NO;exepcional;exigentes;46
Lima;7929;2754;4590;15273;2749.14;31;IG8Y7I;SI;exepcional;indecisos;68
Piura;9184;4402;3117;16703;3006.54;2;YDDE4I;NO;estandar;indecisos;73
Cajamarca;1541;4070;7620;13231;2381.58;40;EMYA87;SI;exepcional;indecisos;41
Huancavelica;3229;4547;6756;14532;2615.76;38;HHXIQP;SI;exelente ;leales ;30
San Martin;9299;4254;2254;15807;2845.26;10;EQWHSG;NO;deficiente;exigentes;57
Ayacucho;4517;4537;7751;16805;3024.9;14;7EI8P4;NO;buena;leales ;80
Pasco;7085;1483;7287;15855;2853.9;22;GIQSCX;SI;estandar;leales ;31
Ayacucho;3965;2879;3662;10506;1891.08;18;QHDCX3;NO;exelente ;indecisos;65
Moquegua;8067;3027;7382;18476;3325.68;2;X8XXYE;SI;estandar;indecisos;68
Lambayeque;8864;2234;2235;13333;2399.94;33;GHQMHB;NO;deficiente;exigentes;80
Huanuco;1302;3634;4124;9060;1630.8;14;8IE3WA;SI;exepcional;exigentes;48
Piura;1282;3621;6806;11709;2107.62;45;CXCD74;SI;deficiente;indecisos;65
Lambayeque;9074;1933;5288;16295;2933.1;11;38CABY;NO;buena;leales ;80
Ayacucho;8065;3436;967;12468;2244.24;27;C7EQEM;NO;deficiente;leales ;41
Cajamarca;6692;3922;2388;13002;2340.36;47;IC7WS7;NO;exelente ;exigentes;62
Amazonas;3657;4764;5671;14092;2536.56;36;EXSWAS;SI;exepcional;leales ;76
Huancavelica;4815;3565;4953;13333;2399.94;22;QEMEIH;SI;exelente ;indecisos;70
Loreto;8900;2441;5734;17075;3073.5;35;QICAP8;NO;buena;leales ;31
Ica;1363;4556;6461;12380;2228.4;37;X4B8DB;NO;estandar;indecisos;55
Loreto;2758;2119;3524;8401;1512.18;44;GWGG7M;SI;estandar;leales ;80
Cajamarca;4767;3974;2560;11301;2034.18;2;7Y8M3P;NO;exepcional;leales ;25
Amazonas;1906;1687;6639;10232;1841.76;46;P8DSIY;SI;exepcional;indecisos;47
Moquegua;3319;2317;2363;7999;1439.82;44;I3X3WW;SI;exelente ;exigentes;30
Cuzco;4539;961;7305;12805;2304.9;22;SSSXMW;SI;buena;indecisos;59
Loreto;3830;1111;3512;8453;1521.54;26;4X4SBB;SI;exepcional;exigentes;78
Ica;1429;4329;7149;12907;2323.26;25;ZSGC44;NO;exepcional;indecisos;30
Lima;6932;2901;5769;15602;2808.36;9;PXH8SP;NO;deficiente;exigentes;75
Moquegua;6208;3871;2970;13049;2348.82;8;ABBDAW;NO;deficiente;indecisos;39
Huanuco;2556;2582;1612;6750;1215;46;4DEIZH;SI;exepcional;leales ;34
Moquegua;6935;1488;2940;11363;2045.34;13;MAZHI3;SI;exepcional;exigentes;28
Cuzco;7247;967;5448;13662;2459.16;12;EG4CHQ;SI;estandar;indecisos;39
Lima;9088;4695;2098;15881;2858.58;38;BQCYCE;NO;deficiente;indecisos;51
Ica;6431;4905;5475;16811;3025.98;15;XWASBB;NO;exepcional;indecisos;61
Ancash;6048;2710;4921;13679;2462.22;44;EZCXEP;NO;exepcional;indecisos;70
Pasco;8969;4160;7672;20801;3744.18;32;XCAPBX;NO;estandar;exigentes;65
Huanuco;2324;2265;4004;8593;1546.74;44;SY8EGI;SI;deficiente;leales ;30
Cuzco;9556;2205;5401;17162;3089.16;3;77GQE4;SI;exepcional;indecisos;53
Pasco;9635;4313;5588;19536;3516.48;36;DI7QP8;SI;exepcional;exigentes;55
Arequipa;3471;3712;5126;12309;2215.62;48;SWAXMI;SI;exepcional;exigentes;24
Tumbes;4575;1681;6410;12666;2279.88;49;M4WY37;SI;exepcional;exigentes;71
Puno;3812;977;4032;8821;1587.78;5;H47BHE;SI;exelente ;indecisos;21
Apurimac;3366;2634;3651;9651;1737.18;50;HEAQPD;SI;buena;leales ;23
Cajamarca;1644;3792;3022;8458;1522.44;23;3GSCWY;SI;exepcional;indecisos;32
Ancash;5467;3034;4320;12821;2307.78;20;IMP4XE;SI;exelente ;exigentes;30
Junin;6712;3592;5514;15818;2847.24;30;MCGDPB;SI;estandar;exigentes;27
Moquegua;1545;2118;4269;7932;1427.76;2;BECYAI;NO;exepcional;indecisos;56
Pasco;5498;2799;2044;10341;1861.38;11;DZIX7S;NO;estandar;indecisos;44
Ancash;2872;3677;7667;14216;2558.88;4;P7H7PI;NO;buena;indecisos;31
Lima;7890;1660;2089;11639;2095.02;10;B88SHH;NO;deficiente;leales ;78
Lambayeque;5572;2629;4678;12879;2318.22;2;7Y4Q4X;SI;exepcional;exigentes;61
Tacna;9566;942;7475;17983;3236.94;2;HIGSWZ;NO;exelente ;exigentes;21
Piura;7327;2499;6646;16472;2964.96;26;HDSAHH;SI;exepcional;exigentes;43
Moquegua;6367;1536;5840;13743;2473.74;34;AECWIX;NO;estandar;indecisos;79
Apurimac;2431;2142;3286;7859;1414.62;38;3IQSGS;NO;estandar;exigentes;77
Huancavelica;1394;2261;2546;6201;1116.18;42;4B7P4D;NO;estandar;leales ;72
Ayacucho;9853;2712;1805;14370;2586.6;8;4P7EPC;NO;exelente ;exigentes;46
Apurimac;7054;2703;2577;12334;2220.12;43;84CCDQ;NO;exelente ;leales ;50
Lima;8820;2876;7569;19265;3467.7;31;GAGZQB;NO;buena;leales ;73
Lima;9620;3312;2447;15379;2768.22;9;QGDWEI;NO;deficiente;indecisos;52
San Martin;9124;4245;6079;19448;3500.64;47;S48D4G;SI;exepcional;exigentes;33
Huancavelica;1164;3828;2426;7418;1335.24;38;X77GH7;NO;buena;leales ;65
Huancavelica;3065;2850;4951;10866;1955.88;12;Z4BIXH;SI;buena;indecisos;62
Ayacucho;5688;1246;7578;14512;2612.16;27;ZAZ7B8;SI;deficiente;indecisos;55
Cuzco;4477;1027;6468;11972;2154.96;37;A3XXYG;SI;deficiente;indecisos;69
Amazonas;6099;1115;1773;8987;1617.66;13;PE3D38;SI;estandar;indecisos;66
Apurimac;7347;3653;7874;18874;3397.32;13;A4PGXE;NO;buena;exigentes;22
Loreto;4240;4908;4382;13530;2435.4;39;BHMH7E;NO;exepcional;indecisos;41
Ica;9862;3818;2957;16637;2994.66;50;ECMSEQ;SI;buena;indecisos;27
Pasco;6780;2735;2257;11772;2118.96;49;ZMYWC4;SI;exepcional;leales ;62
Cajamarca;6224;2957;1087;10268;1848.24;6;PQHADZ;NO;deficiente;exigentes;67
Apurimac;6764;1140;5826;13730;2471.4;35;CYB4YC;SI;exelente ;indecisos;28
Madre de Dios;6400;3781;6540;16721;3009.78;36;ZGA7YW;NO;deficiente;leales ;60
Apurimac;1695;4821;1878;8394;1510.92;45;7CSQBW;NO;estandar;exigentes;64
Puno;3108;2307;2058;7473;1345.14;17;QHSEBB;SI;exelente ;indecisos;68
Loreto;3373;3253;7638;14264;2567.52;43;GIHSCM;SI;exelente ;indecisos;67
Tumbes;9230;1303;5260;15793;2842.74;40;Q8H38S;NO;deficiente;exigentes;21
Tacna;5496;1358;3030;9884;1779.12;3;7447AZ;SI;exepcional;leales ;47
Apurimac;4897;1722;3417;10036;1806.48;4;CMHD8Y;NO;estandar;exigentes;42
La Libertad;8463;2621;6180;17264;3107.52;6;X4QYYG;NO;exepcional;indecisos;70
Pasco;6168;4517;7780;18465;3323.7;29;H7QEBA;SI;estandar;leales ;26
Apurimac;1671;2670;7986;12327;2218.86;14;3HB4EM;SI;exepcional;indecisos;33
Ayacucho;7707;4898;5692;18297;3293.46;44;HWMYMS;NO;exelente ;exigentes;30
Ancash;6564;980;7245;14789;2662.02;35;AYI8XC;SI;exelente ;exigentes;32
Piura;3008;4856;4853;12717;2289.06;23;ED8G88;SI;deficiente;leales ;25
Moquegua;5131;4143;2484;11758;2116.44;34;C8CWSC;SI;estandar;leales ;42
Moquegua;8911;3157;4560;16628;2993.04;11;AIZEMG;NO;exepcional;exigentes;52
Ayacucho;6356;3055;6412;15823;2848.14;35;IQEQEM;NO;exelente ;leales ;64
Apurimac;6363;4117;7566;18046;3248.28;26;4IZS8C;SI;buena;indecisos;55
Ayacucho;6542;4333;2005;12880;2318.4;26;QSQ7DB;NO;deficiente;indecisos;36
San Martin;9169;1122;1642;11933;2147.94;33;3PYBB7;SI;estandar;leales ;29
Ayacucho;7205;1225;1532;9962;1793.16;40;EBSB37;SI;exepcional;exigentes;51
Lima;5062;3141;7889;16092;2896.56;22;APWM7C;NO;deficiente;leales ;38
Lima;4505;927;6857;12289;2212.02;48;7WC7D3;NO;estandar;indecisos;61
La Libertad;7756;1660;3391;12807;2305.26;27;WB7WXA;NO;exelente ;leales ;40
Cajamarca;1503;4302;5482;11287;2031.66;50;CDDMSQ;SI;exepcional;exigentes;47
Cuzco;9147;1564;1401;12112;2180.16;32;AHBHAE;NO;exelente ;indecisos;68
Huanuco;5201;2837;5111;13149;2366.82;22;Z84XYP;SI;deficiente;exigentes;43
Amazonas;3128;2956;6039;12123;2182.14;42;AGEWY3;SI;buena;exigentes;66
San Martin;8855;4164;3449;16468;2964.24;26;Z4WM3G;SI;deficiente;leales ;27
Ayacucho;5139;2419;1738;9296;1673.28;35;AEIYHZ;NO;exepcional;exigentes;28
Ancash;1232;2716;3316;7264;1307.52;48;GMMGB7;SI;exepcional;indecisos;67
Lima;2916;1770;6865;11551;2079.18;12;G8E4XI;NO;buena;indecisos;45
Lima;4282;1636;7527;13445;2420.1;12;3GHE43;SI;exepcional;leales ;67
Piura;2443;1030;5199;8672;1560.96;40;7C4HGC;NO;buena;indecisos;43
Tumbes;3770;3923;3364;11057;1990.26;21;CW8BD3;SI;deficiente;leales ;47
Lima;6739;3074;7049;16862;3035.16;18;HM4AHP;SI;exelente ;exigentes;65
Ica;9866;2008;6953;18827;3388.86;31;EM8BZZ;NO;deficiente;indecisos;37
Cajamarca;7526;4242;1752;13520;2433.6;42;4YW47Z;NO;estandar;leales ;58
Junin;9913;1839;5920;17672;3180.96;28;MDZZG4;SI;estandar;exigentes;44
Tacna;8464;1383;5463;15310;2755.8;19;DGEX4P;NO;exelente ;leales ;77
Huancavelica;8712;1898;1941;12551;2259.18;44;WCW8B7;NO;estandar;exigentes;79
Tacna;4152;3171;2063;9386;1689.48;12;XBPM37;NO;buena;indecisos;62
San Martin;7519;2965;6299;16783;3020.94;9;7XWZSC;SI;estandar;indecisos;34
Amazonas;8384;4126;1929;14439;2599.02;3;H84PHS;SI;deficiente;leales ;63
Loreto;9884;3486;1091;14461;2602.98;16;HXYSZQ;NO;buena;exigentes;76
Cuzco;9730;948;4858;15536;2796.48;24;PHQZIA;NO;buena;exigentes;37
Madre de Dios;3406;3697;5005;12108;2179.44;16;IWEGP4;SI;buena;exigentes;76
Madre de Dios;6166;3165;2009;11340;2041.2;21;4ZSZYP;NO;exelente ;leales ;36
Pasco;3021;3824;5234;12079;2174.22;17;7H3GB8;SI;estandar;indecisos;71
Moquegua;6965;1459;2446;10870;1956.6;45;MMZIZW;SI;exelente ;indecisos;76
Huanuco;2867;962;7101;10930;1967.4;46;PPHICE;SI;estandar;indecisos;50
Ucayali;1853;2307;2721;6881;1238.58;16;ZQX4XW;NO;estandar;indecisos;71
Arequipa;3545;2562;5053;11160;2008.8;13;WI8MXG;SI;estandar;indecisos;34
Lambayeque;7456;4513;1022;12991;2338.38;18;DQIQWY;NO;exelente ;indecisos;49
Madre de Dios;4319;2228;4143;10690;1924.2;44;4IE8WB;NO;deficiente;leales ;79
Lima;7583;1911;4210;13704;2466.72;48;IS78GB;NO;buena;leales ;52
La Libertad;9724;1723;7192;18639;3355.02;23;3WAZGA;NO;buena;exigentes;75
Huanuco;1388;2826;4745;8959;1612.62;48;3GXYZ4;SI;deficiente;indecisos;30
Ancash;3785;4279;2333;10397;1871.46;28;GBW8Y4;NO;exepcional;indecisos;66
La Libertad;1278;2208;4913;8399;1511.82;45;XZGPH8;SI;exepcional;exigentes;54
Huanuco;7089;1796;3278;12163;2189.34;40;Z48ZS7;SI;deficiente;leales ;73
Puno;9573;3604;5801;18978;3416.04;15;DYZACS;NO;exepcional;leales ;57
Huancavelica;9958;4545;1156;15659;2818.62;43;HYDX38;SI;estandar;indecisos;39
San Martin;4208;1845;7930;13983;2516.94;31;MWGYZW;NO;estandar;leales ;60
Puno;3210;3347;1607;8164;1469.52;5;YDP37X;SI;exelente ;leales ;32
Ayacucho;5898;2405;4184;12487;2247.66;37;ZYSBGQ;NO;buena;indecisos;68
Lambayeque;5218;4241;2152;11611;2089.98;33;ZWY7HX;SI;buena;leales ;40
Lima;6074;1630;1484;9188;1653.84;36;3D7WYS;NO;deficiente;indecisos;46
Tumbes;4450;3828;1082;9360;1684.8;50;PZ4ZPC;SI;exelente ;indecisos;57
Junin;4106;4352;6778;15236;2742.48;27;H3XEBC;NO;estandar;exigentes;77
Lambayeque;2796;4343;3026;10165;1829.7;48;HWMWXA;NO;exelente ;exigentes;67
Puno;1262;2267;1376;4905;882.9;15;PMSMD7;NO;deficiente;leales ;45
Lima;1769;2206;7403;11378;2048.04;16;ZESSDS;SI;buena;exigentes;54
Huanuco;7441;4813;5416;17670;3180.6;24;S8AZQI;SI;exepcional;exigentes;68
Junin;6345;3862;5754;15961;2872.98;4;MMAXZW;SI;exepcional;leales ;43
San Martin;9486;3217;5116;17819;3207.42;44;7AXD3D;SI;exelente ;leales ;71
Ica;1711;3641;2395;7747;1394.46;41;P34EHP;NO;buena;leales ;26
Loreto;1027;3734;1718;6479;1166.22;44;GAZMYI;NO;exepcional;indecisos;69
Tacna;8866;4588;1255;14709;2647.62;24;ESQ4Q4;NO;buena;leales ;35
Ancash;2350;3776;3609;9735;1752.3;38;CH37WD;SI;exelente ;exigentes;78
Loreto;2583;3263;4689;10535;1896.3;4;H3ICS3;NO;buena;leales ;40
Lambayeque;1556;1078;6967;9601;1728.18;18;47DADX;SI;exepcional;indecisos;43
Cajamarca;9914;3849;6990;20753;3735.54;50;MI88DP;SI;buena;indecisos;69
Piura;1907;3792;6275;11974;2155.32;45;DX7E47;NO;deficiente;exigentes;36
Cuzco;8688;4585;7264;20537;3696.66;44;MGP4PS;SI;deficiente;exigentes;34
Lima;8682;1983;4874;15539;2797.02;30;4DMSDE;NO;buena;indecisos;31
Amazonas;5583;1754;5672;13009;2341.62;34;DM8ZAH;SI;exepcional;indecisos;30
Ucayali;3262;2669;5180;11111;1999.98;24;X4HDYM;NO;exepcional;leales ;55
Lima;3272;1497;7297;12066;2171.88;22;M43SWY;SI;estandar;indecisos;37
Huancavelica;4044;1135;6561;11740;2113.2;36;88YDMB;NO;exepcional;indecisos;54
Huancavelica;3466;4515;3097;11078;1994.04;18;A4MPXM;NO;deficiente;exigentes;62
Tacna;3957;2338;3286;9581;1724.58;30;QIHQEA;SI;exepcional;indecisos;29
Puno;1154;2197;6165;9516;1712.88;35;3YYCPA;SI;deficiente;leales ;77
Lambayeque;6666;1380;6774;14820;2667.6;15;GQQ8GE;NO;deficiente;indecisos;24
